69.00
67.50
66.00
68.00
75.00
77.00
83.00
66.00
62.00
75.00
69.00
80.00
87.00
94.00
77.00
67.00
79.00
86.50
94.00
93.00
92.00
92.00
80.00
79.00
72.00
85.50
99.00
64.00
66.00
60.00
67.00
70.50
74.00
61.00
62.00
62.00
93.00
67.00
68.00
96.00
80.00
69.00
96.00
78.00
