3.60
3.64
1.66
6.49
4.78
4.20
3.67
4.03
4.39
5.79
6.28
6.22
4.75
1.49
1.08
1.79
2.50
1.70
5.02
4.69
3.01
5.16
2.80
6.81
2.49
3.17
3.85
3.12
2.40
3.84
5.19
3.77
2.75
1.74
6.52
6.83
4.43
2.41
4.56
5.54
2.23
1.43
1.40
5.34
